_step,critic/rewards/mean,critic/score/mean,tool_call_counts/mean,re_search/search_calls/mean,num_turns/mean,response_length/mean,actor/loss,actor/kl_loss,actor/grad_norm,actor/pg_loss,re_search/budget_utilization,response/aborted_ratio
1,0.07454545050859451,0.07454545050859451,0.625,0.625,2.625,904.3499755859375,0.07113997638225555,0,2.408978223800659,0.07113997638225555,0.110394287109375,0
2,0.06750000268220901,0.06750000268220901,0.875,0.875,2.875,1027.050048828125,0.01760934852063656,0.0009077124705072492,2.461482286453247,0.017608441412448883,0.125372314453125,0
3,0.06499999761581421,0.06499999761581421,0.725,0.725,2.725,961.4749755859375,-0.12018540501594543,0.0009757020161487162,2.4127864837646484,-0.12018637917935848,0.1173675537109375,0
4,0.08178570866584778,0.08178570866584778,0.775,0.775,2.775,1099.0250244140625,0.1360199749469757,0.000963327067438513,2.087972402572632,0.13601901242509484,0.1341583251953125,0
5,0.054999999701976776,0.054999999701976776,0.675,0.675,2.675,996.7750244140625,0.06985954195261002,0.001031255756970495,2.1185662746429443,0.06985851749777794,0.1216766357421875,0
6,0.08656249940395355,0.08656249940395355,0.8,0.8,2.8,1030.9749755859375,0.10211154818534851,0.001226924010552466,2.3307440280914307,0.10211031511425972,0.1258514404296875,0
7,0.13500002026557922,0.13500002026557922,0.7,0.7,2.7,1094.2249755859375,0.06122072786092758,0.0011814443569164723,1.8172038793563843,0.06121954834088683,0.1335723876953125,0
8,0.11750000715255737,0.11750000715255737,0.85,0.85,2.85,1149.199951171875,0.028921935707330704,0.001446897629648447,2.0178017616271973,0.02892048843204975,0.140283203125,0
9,0.06499999761581421,0.06499999761581421,0.9,0.9,2.9,1100.824951171875,-0.08672623336315155,0.0018860625277739018,1.966758370399475,-0.08672811836004257,0.1343780517578125,0
10,0.11317460238933563,0.11317460238933563,0.775,0.775,2.775,1056.9000244140625,0.005379615351557732,0.002139038930181414,1.9132683277130127,0.005377473309636116,0.12901611328125,0
11,0.0650000050663948,0.0650000050663948,0.825,0.825,2.825,992.5,0.07138970494270325,0.003098915214650333,2.523422956466675,0.07138660922646523,0.12115478515625,0
12,0.0979761928319931,0.0979761928319931,0.9,0.9,2.9,1202.0250244140625,0.07783713191747665,0.0018407905590720475,1.5343437194824219,0.07783528417348862,0.1467315673828125,0
13,0.08249999582767487,0.08249999582767487,1.025,1.025,3.025,1286.3499755859375,0.050387345254421234,0.0029669785290025175,1.9152437448501587,0.05038438178598881,0.157025146484375,0
14,0.20047619938850403,0.20047619938850403,0.975,0.975,2.975,1279.125,-0.0038762539625167847,0.00283905299147591,1.346388339996338,-0.003879094496369362,0.1561431884765625,0
15,0.10249999910593033,0.10249999910593033,1.075,1.075,3.075,1217.7249755859375,0.03192560002207756,0.002273844031151384,1.5680750608444214,0.03192332724574953,0.1486480712890625,0
16,0.14500001072883606,0.14500001072883606,0.975,0.975,2.975,1232.550048828125,-0.12636183202266693,0.003345097880810499,1.756667137145996,-0.12636517360806465,0.150457763671875,0
17,0.21583333611488342,0.21583333611488342,1,1,3,1189.074951171875,0.017822902649641037,0.00413571170065552,1.8152737617492676,0.01781876548193395,0.1451507568359375,0
18,0.14041666686534882,0.14041666686534882,1,1,3,1279.8499755859375,0.03667493164539337,0.0027634837897494435,0.9619840979576111,0.03667216934263706,0.156231689453125,0
19,0.09083332866430283,0.09083332866430283,1.05,1.05,3.05,1251.824951171875,0.024931900203227997,0.004528554040007293,1.8377256393432617,0.024927370250225067,0.1528106689453125,0
20,0.20250001549720764,0.20250001549720764,1.05,1.05,3.05,1211.824951171875,0.05887782201170921,0.0039870592299848795,1.916060209274292,0.05887383595108986,0.1479278564453125,0
21,0.16607142984867096,0.16607142984867096,1,1,3,1154.75,-0.010985314846038818,0.002490381244570017,0.9782943725585938,-0.010987803339958191,0.140960693359375,0
